Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
TRINITY GROVE,345554,631 JUNCTION CREEK DRIVE,WILMINGTON,New Hanover,14,24,16,2,89,8,50,0,34.143177,-77.889567
PRUITTHEALTH-UNION POINTE,345566,3510 WEST HIGHWAY 74,MONROE,Union,0,2,21,0,81,6,26,0,35.031123,-80.592442
CLAY COUNTY CARE CENTER,345433,86 VALLEY HIDEAWAY DRIVE,HAYESVILLE,Clay,0,1,7,0,75,5,0,0,35.041990000000006,-83.808434
CHERRY POINT BAY NURSING AND REHABILITATION CENTER,345487,110 MCCOTTER BOULEVARD,HAVELOCK,Craven,0,0,9,0,55,8,5,0,34.879481000000006,-76.885831
TSALI CARE CENTER,345475,55 ECHOTA CHURCH ROAD,CHEROKEE,Swain,0,2,8,0,49,2,0,0,35.46727,-83.355953
SKYLAND CARE CENTER,345400,193 ASHEVILLE HIGHWAY,SYLVA,Jackson,4,6,19,0,84,16,31,0,35.376804,-83.212717
CARVER LIVING CENTER,345434,303 EAST CARVER STREET,DURHAM,Durham,82,6,27,13,137,42,0,0,36.042186,-78.893139
THREE RIVERS HEALTH AND REHAB,345404,1403 CONNER DRIVE,WINDSOR,Bertie,34,0,10,4,38,23,3,0,0,0
ECKERD LIVING CENTER,345437,250 HOSPITAL DRIVE,HIGHLANDS,Macon,0,1,0,0,57,1,0,0,35.085978,-83.18576
CAROLINA REHAB CENTER OF BURKE,345526,3647 MILLER BRIDGE ROAD,CONNELLY SPG,Burke,58,29,34,9,80,31,12,0,35.714912,-81.469214
BELLAROSE NURSING AND REHAB,345574,200 BELLAROSE LAKE WAY,GARNER,Wake,1,3,0,0,70,6,5,0,0,0
PAVILION HEALTH CENTER AT BRIGHTMORE,345563,10011 PROVIDENCE ROAD WEST,CHARLOTTE,Mecklenburg,0,2,17,0,91,14,4,0,35.037191,-80.832121
PRUITTHEALTH-ROCKINGHAM,345378,804 SOUTH LONG DRIVE,ROCKINGHAM,Richmond,0,4,5,0,96,9,4,0,34.931562,-79.75119
PELICAN HEALTH THOMASVILLE,345520,1028 BLAIR STREET,THOMASVILLE,Davidson,2,0,2,0,70,1,5,0,35.890077,-80.06298
PELICAN HEALTH AT ASHEVILLE,345418,1984 US HIGHWAY 70,SWANNANOA,Buncombe,0,0,0,0,92,1,2,0,35.593411,-82.432459
WESTWOOD HEALTH AND REHABILITA,345450,625 ASHLAND STREET,ARCHDALE,Randolph,1,0,9,0,45,3,10,0,35.915293,-79.957226
THE OAKS-BREVARD,345462,300 MORRIS ROAD,BREVARD,Transylvania,0,1,1,0,72,3,1,0,35.261645,-82.710248
PEAK RESOURCES -  GASTONIA,345494,2780 X-RAY DRIVE,GASTONIA,Gaston,3,4,23,0,88,7,4,0,35.276714,-81.138092
THE OAKS AT SWEETEN CREEK,345477,3864 SWEETEN CREEK ROAD,ARDEN,Buncombe,57,21,10,10,73,32,7,0,35.467901,-82.514008
THE LAURELS OF CHATHAM,345421,72 CHATHAM BUSINESS PARK,PITTSBORO,Chatham,4,27,32,10,109,7,4,0,35.717836,-79.162292
PRUITTHEALTH-TOWN CENTER,345515,6300 ROBERTA ROAD,HARRISBURG,Cabarrus,2,0,14,0,58,2,0,0,35.328683,-80.647655
HILLSIDE NURSING CENTER OF WAKE FOREST,345417,968 EAST WAIT AVENUE,WAKE FOREST,Wake,71,15,32,19,101,28,4,0,0,0
BRADLEY CREEK HEALTH CENTER,345571,740 DIAMOND SHOALS ROAD,WILMINGTON,New Hanover,7,7,8,0,21,20,2,0,34.236726,-77.853159
FORREST OAKES HEALTHCARE CENTER,345442,620 HEATHWOOD DRIVE,ALBEMARLE,Stanly,37,1,12,5,37,50,1,0,35.355488,-80.160117
AZALEA HEALTH & REHAB CENTER,345557,3800 INDEPENDENCE BOULEVARD,WILMINGTON,New Hanover,21,0,14,3,53,21,0,0,34.177363,-77.923686
CHARLOTTE HEALTH & REHABILITATION CENTER,345405,1735 TODDVILLE ROAD,CHARLOTTE,Mecklenburg,5,30,5,0,86,8,11,0,35.261415,-80.923576
THE LAURELS OF FOREST GLENN,345389,1101 HARTWELL STREET,GARNER,Wake,84,32,44,22,83,28,15,0,35.705197000000005,-78.624905
TRANSYLVANIA REGIONAL HOSPITAL,345484,260 HOSPITAL DRIVE,BREVARD,Transylvania,0,0,0,0,0,0,0,0,35.256437,-82.713054
WILKES REGIONAL MEDICAL CTR SN,345386,1370 WEST D STREET,NORTH WILKESBORO,Wilkes,1,1,0,0,6,3,0,0,36.158465,-81.157013
"HAYMOUNT REHABILITATION & NURSING CENTER, INC",345414,2346 BARRINGTON CIRCLE,FAYETTEVILLE,Cumberland,3,9,6,0,82,11,1,0,35.071779,-78.920215
BROOKDALE CARRIAGE CLUB PROVIDENCE,345482,5804 OLD PROVIDENCE ROAD,CHARLOTTE,Mecklenburg,0,0,2,0,7,12,8,6,35.134141,-80.784606
DAVIS HEALTH & WELLNESS CTR AT CAMBRIDGE VILLAG,345568,"83 CAVALIER DRIVE, STE 200",WILMINGTON,New Hanover,0,0,0,0,19,3,0,0,34.229843,-77.836233
ALAMANCE HEALTH CARE CENTER,345420,1987 HILTON STREET,BURLINGTON,Alamance,119,13,35,11,136,69,12,0,36.099685,-79.40283
LITCHFORD FALLS HEALTHCARE,345499,8200 LITCHFORD ROAD,RALEIGH,Wake,70,34,28,14,71,63,6,0,35.890625,-78.602533
CENTRAL CONTINUING CARE,345410,1287 NEWSOME STREET,MOUNT AIRY,Surry,41,6,691,0,77,30,44,0,36.48169600000001,-80.602341
HUNTERSVILLE HEALTH & REHAB CENTER,345570,13835 BOREN STREET,HUNTERSVILLE,Mecklenburg,14,13,17,3,81,14,22,0,35.402411,-80.866212
THE GARDENS OF TAYLOR GLEN RET COM,345525,3700 TAYLOR GLEN LANE,CONCORD,Cabarrus,0,1,0,0,1,5,0,0,35.382563000000005,-80.673692
HENDERSONVILLE HEALTH AND REHABILITATION,345493,104 COLLEGE DRIVE,FLAT ROCK,Henderson,,,,,,,,,35.303915,-82.417698
ADAMS FARM LIVING & REHABILITATION,345535,5100 MACKAY ROAD,JAMESTOWN,Guilford,50,21,11,7,82,17,17,0,36.017249,-79.900558
CARDINAL HEALTHCARE AND REHAB,345385,931 N ASPEN STREET,LINCOLNTON,Lincoln,0,3,8,0,44,4,11,0,35.482558,-81.257576
UNIVERSAL HEALTH CARE/KING,345449,115 WHITE ROAD,KING,Stokes,0,4,8,0,84,3,30,0,36.28474200000001,-80.371517
PRUITTHEALTH-RALEIGH,345538,2420 LAKE WHEELER ROAD,RALEIGH,Wake,0,0,6,0,131,11,1,0,35.747243,-78.674754
HAYWOOD NURSING AND REHABILITATION CENTER,345411,516 WALL STREET,WAYNESVILLE,Haywood,0,0,35,0,57,1,0,0,35.493676,-82.98232
WILSON REHABILITATION AND NURSING CENTER,345423,1705 SOUTH TARBORO STREET,WILSON,Wilson,32,1,9,9,54,24,3,0,35.720524,-77.944047
SOUTHWOOD NURSING AND RETIREMENT,345472,180 SOUTHWOOD DRIVE,CLINTON,Sampson,24,9,15,2,60,13,19,0,34.980369,-78.308525
UNIVERSAL HEALTH CARE/FLETCHER,345522,86 OLD AIRPORT ROAD,FLETCHER,Henderson,0,117,44,0,65,6,64,0,35.441578,-82.500223
LIBERTY COMMONS NSG & REHAB  CTR OF ROWAN COUNTY,345503,4412 SOUTH MAIN STREET,SALISBURY,Rowan,37,17,15,9,58,31,7,0,35.624423,-80.528381
PARKVIEW HEALTH & REHAB CENTER,345576,1716 LEGION ROAD,CHAPEL HILL,Durham,5,4,0,0,86,6,1,0,35.939756,-79.016528
CARY HEALTH AND REHABILITATION,345403,6590 TRYON ROAD,CARY,Wake,3,0,5,0,87,18,4,0,35.742771,-78.765688
SHARON TOWERS,345564,5100 SHARON ROAD,CHARLOTTE,Mecklenburg,0,0,24,5,11,3,0,0,35.143156,-80.833487
WESTERN NORTH CAROLINA BAPTIST HOME,345432,213 RICHMOND HILL DRIVE,ASHEVILLE,Buncombe,0,0,4,0,37,14,8,0,35.612769,-82.584168
FRIENDS HOMES WEST,345474,6100 W FRIENDLY AVENUE,GREENSBORO,Guilford,0,0,2,0,18,10,1,0,36.08740000000001,-79.899177
AYDEN COURT NURSING AND REHABILITATION CENTER,345490,128 SNOW HILL ROAD,AYDEN,Pitt,4,0,6,0,65,9,0,0,35.466259,-77.434279
UNC REX REHAB & NURSING CARE CENTER OF APEX,345508,911 SOUTH HUGHES STREET,APEX,Wake,20,25,15,4,73,13,2,0,35.717722,-78.848667
WHITE OAK OF WAXHAW,345550,700 HOWIE MINE ROAD,WAXHAW,Union,3,4,29,0,84,10,1,1,34.92739,-80.734042
WINDSOR POINT CONTINUING CARE,345500,1221 BROAD STREET,FUQUAY VARINA,Harnett,24,19,7,5,48,10,16,1,35.601288,-78.80254
WILLOWBROOKE COURT SC CTR AT TRYON ESTATES,345459,619 LAUREL LAKE DRIVE,COLUMBUS,Polk,2,0,11,0,29,4,0,0,35.237219,-82.194008
PINEVILLE REHABILITATION AND LIVING CTR,345415,1010 LAKEVIEW DRIVE,PINEVILLE,Mecklenburg,26,0,17,0,66,12,0,0,35.078292,-80.897666
THE LAURELS OF SALISBURY,345428,215 LASH DRIVE,SALISBURY,Rowan,8,0,16,0,56,12,4,0,35.693689,-80.522841
WILKESBORO HEALTH AND REHABILITATION,345401,204 OLD BRICKYARD ROAD,NORTH WILKESBORO,Wilkes,30,17,33,3,105,22,12,0,36.155809,-81.173389
THE FOREST AT DUKE INC,345542,2701 PICKETT ROAD,DURHAM,Durham,1,39,23,0,65,13,39,0,35.975045,-78.949409
AUTUMN CARE OF CORNELIUS,345567,19530 MOUNT ZION PARKWAY,CORNELIUS,Mecklenburg,1,1,12,2,3,3,0,0,0,0
THE CARDINAL AT NORTH HILLS,345572,311 GARDEN AT NORTH HILLS STREET,RALEIGH,Wake,0,1,13,0,6,2,0,0,0,0
PISGAH MANOR HEALTH CARE CENTER,345393,104 HOLCOMBE COVE ROAD,CANDLER,Buncombe,0,6,26,0,92,6,15,0,35.571617,-82.674207
BERMUDA VILLAGE RETIREMENT CENTER,345416,142 BERMUDA VILLAGE DRIVE,BERMUDA RUN,Davie,0,1,6,0,,1,4,0,35.995616,-80.431662
CROATAN RIDGE NURSING AND REHABILITATION CENTER,345491,210 FOXHALL ROAD,NEWPORT,Carteret,30,79,1,0,16,19,31,1,34.799887,-76.871915
VALLEY VIEW CARE & REHAB CENTER,345426,551 KENT STREET,ANDREWS,Cherokee,31,0,11,6,35,26,2,0,35.194591,-83.841981
ACCORDIUS HEALTH AT SCOTLAND MANOR,345375,920 JR HIGH SCHOOL ROAD,SCOTLAND NECK,Halifax,3,0,3,0,42,1,0,0,36.129298000000006,-77.428354
WELLINGTON REHABILITATION AND HEALTHCARE,345436,1000 TANDAL PLACE,KNIGHTDALE,Wake,45,1,14,13,52,44,1,1,35.793828,-78.509229
SALEMTOWNE,345479,1550 BABCOCK DRIVE,WINSTON SALEM,Forsyth,1,26,19,0,88,5,44,0,0,0
TOWER NURSING AND REHABILITATION CENTER,345513,3609 BOND STREET,RALEIGH,Wake,68,8,42,37,76,42,11,0,35.802654,-78.581636
PINEHURST HEALTHCARE & REHABILITATION CENTER,345370,300 BLAKE BOULEVARD,PINEHURST,Moore,0,1,7,2,86,6,14,0,35.171166,-79.46748200000002
BRYAN HEALTH AND REHAB,345431,921 JUNIOR HIGH SCHOOL ROAD,SCOTLAND NECK,Halifax,1,0,11,0,52,5,0,0,0,0
AUTUMN CARE OF MYRTLE GROVE,345507,5725 CAROLINA BEACH ROAD,WILMINGTON,New Hanover,8,10,34,1,77,8,3,0,34.129721,-77.897223
NC STATE VETERANS HOME - SALISBURY,345531,"1601 BRENNER AVE, BUILDNG #10",SALISBURY,Rowan,34,38,17,14,68,22,5,0,35.683593,-80.486145
RIVER LANDING AT SANDY RIDGE,345528,1575 JOHN KNOX DRIVE,COLFAX,Guilford,1,0,3,0,42,4,0,0,36.063325,-80.014241
WHITESTONE  A MASONIC AND EASTERN STAR COMMUNITY,345506,700 SOUTH HOLDEN ROAD,GREENSBORO,Guilford,0,0,0,0,87,4,0,0,36.063797,-79.847413
LIBERTY COMMONS N&R ALAMANCE,345496,791 BOONE STATION DRIVE,BURLINGTON,Alamance,0,5,17,0,79,1,0,0,36.072798,-79.502474
PRUITTHEALTH-CAROLINA POINT,345551,5935 MOUNT SINAI ROAD,DURHAM,Durham,30,9,34,15,90,49,5,0,35.990253,-78.994472
LIBERTY COMMONS NSG & REH JOHN,345519,2315 HIGHWAY 242 NORTH,BENSON,Johnston,3,3,24,1,77,20,5,0,35.403349,-78.54125100000002
SMOKY MOUNTAIN HEALTH AND REHABILITATION CENTER,345396,1349 CRABTREE ROAD,WAYNESVILLE,Haywood,1,0,3,0,31,3,0,0,35.541418,-82.956174
ARBOR ACRES UNITED METHODIST RETIREMENT COMMUNITY,345573,1250 ARBOR ROAD,WINSTON SALEM,Forsyth,0,0,12,2,75,6,0,0,36.119513,-80.267265
CUMBERLAND NURSING AND REHABILITATION CENTER,345376,2461 LEGION ROAD,FAYETTEVILLE,Cumberland,0,0,0,0,0,0,0,0,35.013158,-78.908243
AUTUMN CARE OF NASH,345514,1210 EASTERN AVENUE,NASHVILLE,Nash,50,13,31,7,55,23,9,0,35.970852,-77.93358
VILLAGE GREEN HEALTH AND REHABILITATION,345380,1601 PURDUE DRIVE,FAYETTEVILLE,Cumberland,25,0,24,16,99,22,1,0,35.040948,-78.923606
BERMUDA COMMONS NURSING AND REHABILITATION CENTER,345543,316 NC HIGHWAY 801 SOUTH,ADVANCE,Davie,7,20,0,0,80,10,6,0,35.998218,-80.436016
COUNTRYSIDE,345390,7700 US 158 EAST,STOKESDALE,Guilford,0,2,11,0,48,2,1,0,36.235271,-79.958927
SATURN NURSING AND REHABILITATION CENTER,345489,1930 WEST SUGAR CREEK ROAD,CHARLOTTE,Mecklenburg,6,53,14,0,101,36,3,0,35.289986,-80.795705
SPRINGBROOK NURSING & REHABILITATION  CENTER,345569,195 SPRINGBROOK AVENUE,CLAYTON,Johnston,13,1,15,5,80,13,3,0,35.628938,-78.506149
GLENAIRE,345445,4000 GLENAIRE CIRCLE,CARY,Wake,4,3,0,0,61,10,18,0,35.77574,-78.785356
PRODIGY TRANSITIONAL REHAB,345510,911 WESTERN BOULEVARD,TARBORO,Edgecombe,61,14,15,6,73,12,1,0,35.895666,-77.555646
THE CEDARS OF CHAPEL HILL,345533,101 GREEN CEDAR LANE,CHAPEL HILL,Durham,0,13,15,0,48,6,16,0,35.909067,-79.00687
PRUITTHEALTH-TRENT,345371,836 HOSPITAL DRIVE,NEW BERN,Craven,58,0,36,2,101,7,0,0,35.113752,-77.064652
THE STEWART HEALTH CENTER,345495,6920 MARCHING DUCK DRIVE,CHARLOTTE,Mecklenburg,4,0,0,0,40,5,0,0,35.13714,-80.851489
THE SHANNON GRAY REHABILITATION & RECOVERY CENTER,345552,2005 SHANNON GRAY COURT,JAMESTOWN,Guilford,0,0,17,0,87,0,0,0,35.99056,-79.948973
CAMDEN HEALTH AND REHABILITATION,345547,1 MARITHE COURT,GREENSBORO,Guilford,50,11,13,8,128,21,0,0,36.049622,-79.884123
CROSS CREEK HEALTH CARE,345407,1719 QUARTER ROAD,SWANQUARTER,Hyde,13,16,4,4,27,13,5,0,35.403781,-76.307792
SCOTTISH PINES REHABILITATION AND NURSING CENTER,345383,620 JOHNS ROAD,LAURINBURG,Scotland,69,20,40,14,82,37,5,0,34.756663,-79.465277
BELAIRE HEALTH CARE CENTER,345457,2065 LYON STREET,GASTONIA,Gaston,44,8,23,10,72,28,14,0,35.233776,-81.20547
FLESHERS FAIRVIEW HEALTH CARE,345413,3016 CANE CREEK ROAD,FAIRVIEW,Buncombe,4,6,13,0,82,5,21,0,35.506783,-82.415407
EMERALD RIDGE REHAB AND CARE CENTER,345447,25 REYNOLDS MOUNTAIN BOULEVARD,ASHEVILLE,Buncombe,42,0,10,4,75,27,6,0,35.645998,-82.576131
WILORA LAKE HEALTHCARE CENTER,345473,6001 WILORA LAKE ROAD,CHARLOTTE,Mecklenburg,6,0,13,2,51,15,2,0,35.209399,-80.746626
AUTUMN CARE OF STATESVILLE,345511,2001 VANHAVEN DRIVE,STATESVILLE,Iredell,3,0,24,0,81,8,0,0,35.794861,-80.850334
SANFORD HEALTH & REHABILITATION CO,345534,2702 FARRELL ROAD,SANFORD,Lee,0,0,0,0,109,15,0,0,35.568944,-79.125356
PENN NURSING CENTER,345530,618-A S MAIN STREET,REIDSVILLE,Rockingham,16,1,8,2,73,25,16,0,36.354417,-79.666218
HUNTER WOODS NURSING AND REHAB,345388,620 TOM HUNTER ROAD,CHARLOTTE,Mecklenburg,64,29,15,9,78,25,5,0,35.278853,-80.77401300000001
PEAK RESOURCES-CHERRYVILLE,345395,7615 DALLAS CHERRYVILLE HIGHWAY,CHERRYVILLE,Gaston,27,22,20,5,52,13,22,0,35.386489,-81.350316
LAKE PARK NURSING AND REHABILITATION CENTER,345502,3315 FAITH CHURCH ROAD,INDIAN TRAIL,Union,0,0,2,0,87,10,0,0,35.076426,-80.636255
OAK FOREST HEALTH AND REHABILITATION,345443,5680 WINDY HILL DRIVE,WINSTON SALEM,Forsyth,73,34,16,2,127,68,18,0,36.194967,-80.260953
ALEXANDRIA PLACE,345441,1770 OAK HOLLOW ROAD,GASTONIA,Gaston,9,1,10,1,77,6,0,0,35.288111,-81.15663
WILLOWBROOK REHABILITATION AND CARE CENTER,345466,333 EAST LEE STREET,YADKINVILLE,Yadkin,0,0,25,0,68,2,0,0,36.125351,-80.654113
EAST CAROLINA REHAB AND WELLNESS,345377,2575 W 5TH STREET,GREENVILLE,Pitt,34,0,37,28,76,17,0,0,35.616634,-77.410434
PEMBROKE CENTER,345409,310 E WARDELL DRIVE,PEMBROKE,Robeson,32,15,12,2,61,19,17,0,34.684505,-79.182646
LIBERTY COMMONS NSG AND REHAB CTR OF LEE COUNTY,345532,310 COMMERCE DRIVE,SANFORD,Lee,35,6,13,4,46,24,6,1,35.421291,-79.125319
ACCORDIUS HEALTH AND REHABILITATION,345406,38 CARTERS ROAD,GATESVILLE,Gates,2,0,1,0,57,3,4,0,36.391238,-76.739914
UNIVERSAL HEALTH CARE/RAMSEUR,345523,7166 JORDON ROAD,RAMSEUR,Randolph,86,114,203,15,67,42,43,0,35.741742,-79.643216
WILSON PINES NURSING AND REHABILITATION CENTER,345372,403 CRESTVIEW AVENUE,WILSON,Wilson,1,3,4,4,94,11,15,0,35.714979,-77.942634
TRINITY ELMS,345565,7449 FAIR OAKS DRIVE,CLEMMONS,Forsyth,0,0,20,0,82,4,0,0,36.024629,-80.405789
KNIFE RIVER CARE CENTER,355053,118 22ND ST NE,BEULAH,Mercer,7,0,2,1,81,46,5,0,47.284586,-101.779545
SOUTHWEST HEALTHCARE SERVS,355054,802 2ND ST NW,BOWMAN,Bowman,1,3,13,1,31,11,21,0,46.184191,-103.406713
ST ALEXIUS TRANSITIONAL CARE UNIT,355117,900 E BROADWAY,BISMARCK,Burleigh,2,1,22,0,11,0,0,0,46.806369,-100.777075
GARRISON MEM HOSP NSG FAC,355115,407 3RD AVE SE,GARRISON,McLean,0,11,12,1,20,4,0,0,47.648342,-101.411301
MCKENZIE COUNTY HEALTHCARE SYSTEMS LONG TERM CARE,355072,709 4TH AVENUE  NE,WATFORD CITY,McKenzie,3,1,2,0,39,6,0,0,47.804682,-103.27135800000002
TRINITY HOMES,355074,305 8TH AVE NE,MINOT,Ward,90,0,54,7,150,105,1,0,48.244293,-101.286123
MARYHILL MANOR,355108,110 HILLCREST DR,ENDERLIN,Ransom,2,0,7,0,41,7,2,0,46.62805,-97.607947
NORTH DAKOTA VETERANS HOME,355114,1600 VETERANS DRIVE,LISBON,Ransom,4,0,7,0,47,20,6,0,0,0
VILLA MARIA,355079,3102 S UNIVERSITY DR,FARGO,Cass,52,3,65,22,102,68,9,1,46.83371400000001,-96.798617
VALLEY SENIOR LIVING ON COLUMBIA,355067,2900 14TH AVE S,GRAND FORKS,Grand Forks,53,92,105,11,148,127,462,0,47.907221,-97.070259
EVENTIDE DEVILS LAKE CARE CENTER,355100,302 7TH AVE NE,DEVILS LAKE,Ramsey,4,20,9,1,43,22,45,0,48.111194,-98.85580900000001
BENEDICTINE LIVING CENTER OF GARRISON,355064,609 4TH AVE NE,GARRISON,McLean,1,0,8,0,50,5,1,0,47.65522500000001,-101.40853
MISSOURI SLOPE,355059,2425 HILLVIEW AVE,BISMARCK,Burleigh,70,15,52,21,168,146,21,0,46.817708,-100.755973
ANETA PARKVIEW HEALTH CTR,355096,113 5TH ST S,ANETA,Nelson,18,1,1,1,32,7,1,0,47.67854,-97.991266
SUNSET DRIVE - A PROSPERA COMMUNITY,355065,1011 BOUNDARY ST NW,MANDAN,Morton,68,1,45,12,114,85,8,0,46.842862,-100.90794
SOURIS VALLEY CARE CENTER,355109,300 MAIN ST S,VELVA,McHenry,33,1,29,10,22,17,0,0,48.052598,-100.929962
BETHANY ON 42ND,355123,4255 30TH AVE S,FARGO,Cass,8,5,29,0,116,37,79,0,46.83657300000001,-96.852881
ST LUKES HOME,355063,242 10TH ST W,DICKINSON,Stark,2,0,10,0,83,42,12,0,46.890526,-102.788287
EVENTIDE FARGO,355127,3225 51ST ST  S,FARGO,Cass,15,15,45,6,92,48,81,0,46.831966,-96.874047
SANFORD HILLSBORO CARE CENTER,355061,12 3RD ST SE,HILLSBORO,Traill,3,4,5,0,27,15,46,0,47.403438,-97.056645
WISHEK LIVING CENTER,355066,400 S 4TH ST,WISHEK,McIntosh,0,1,13,0,51,14,5,0,46.255165000000005,-99.560653
GOOD SAMARITAN SOCIETY - OAKES,355095,213 N 9TH ST,OAKES,Dickey,43,2,16,8,41,0,5,0,46.14103,-98.087501
SHEYENNE CARE CENTER,355077,979 CENTRAL AVE N,VALLEY CITY,Barnes,16,8,24,0,165,27,17,2,46.932546,-98.003426
EVENTIDE HEARTLAND,355069,620 14TH AVE NE,DEVILS LAKE,Ramsey,19,25,14,2,70,28,81,0,48.11377100000001,-98.843519
HEART OF AMERICA CARE CENTER,355032,800 MAIN AVENUE SOUTH,RUGBY,Pierce,2,1,7,0,47,7,3,0,48.363511,-99.996111
ST BENEDICTS HEALTH CENTER,355090,851 4TH AVE E,DICKINSON,Stark,56,17,36,14,80,57,71,1,46.887386,-102.779238
BETHANY ON UNIVERSITY,355086,201 S UNIVERSITY DR,FARGO,Cass,34,6,70,9,160,68,142,0,46.872394,-96.798282
PEMBILIER NURSING CENTER,355057,500 DELANO AVE,WALHALLA,Pembina,31,2,0,0,34,33,1,0,48.919858,-97.923428
PARKSIDE LUTHERAN HOME,355116,501 3RD AVE W,LISBON,Ransom,0,0,7,0,35,14,1,0,46.44349100000001,-97.68958
THE MEADOWS ON UNIVERSITY,355024,1315 S UNIVERSITY DR,FARGO,Cass,5,2,1,0,73,8,0,0,46.860822,-96.798404
ROLETTE COMMUNITY CARE CENTER,355081,804 STATE STREET,ROLETTE,Rolette,15,1,8,3,30,15,4,1,48.667059,-99.841782
EVENTIDE JAMESTOWN,355078,1300 2ND PL NE,JAMESTOWN,Stutsman,33,30,6,2,90,60,72,0,46.90946,-98.690421
LUTHER MEMORIAL HOME,355040,750 MAIN ST E,MAYVILLE,Traill,,,,,,,,,47.501866,-97.31519500000002
ST LUKES SUNRISE CARE CENTER,355111,705 SE 4TH ST,CROSBY,Divide,0,0,2,0,26,5,0,0,48.911838,-103.290269
GOLDEN ACRES MANOR,355046,1 E MAIN ST,CARRINGTON,Foster,6,0,4,0,59,23,2,0,46.034464,-99.371785
HILL TOP HOME OF COMFORT INC,355092,95 HILL TOP DR,KILLDEER,Dunn,22,3,10,2,51,19,9,0,0,0
GOOD SAMARITAN SOCIETY - LARIMORE,355097,501 E FRONT ST,LARIMORE,Grand Forks,0,0,5,0,36,3,4,0,47.904726,-97.619647
AVE MARIA VILLAGE,355082,501 19TH ST NE,JAMESTOWN,Stutsman,12,0,21,0,96,22,7,0,46.928058,-98.703154
ST GABRIEL'S COMMUNITY,355126,"4580 COLEMAN STREET, SUITE 1",BISMARCK,Burleigh,26,0,29,6,60,42,1,0,46.854986,-100.779988
DAKOTA  ALPHA,355101,1303 27TH STREET NW,MANDAN,Morton,0,1,0,0,19,15,8,0,46.850122,-100.908397
MARIAN MANOR HEALTHCARE CENTER,355036,604 ASH AVE E,GLEN ULLIN,Morton,65,1,26,13,40,62,6,0,46.814119,-101.821629
GOOD SAMARITAN SOCIETY - PARK RIVER,355089,301 SOUTH COUNTY ROAD 12B,PARK RIVER,Walsh,3,0,2,0,49,9,0,0,48.39491,-97.753334
BETHEL LUTHERAN NURSING & REHABILITATION CENTER,355070,1515 2ND AVE WEST,WILLISTON,Williams,13,2,43,2,104,30,38,0,48.159183,-103.62575
TIOGA MEDICAL CENTER LTC,355034,810 N WELO ST,TIOGA,Williams,,,,,,,,,48.4017,-102.934649
MOUNTRAIL BETHEL HOME,355044,615 6TH ST SE,STANLEY,Mountrail,1,5,6,0,32,13,7,0,48.312504,-102.380869
DUNSEITH COM NURSING HOME,355080,15 1ST ST NE,DUNSEITH,Rolette,0,0,5,0,21,8,0,0,48.034685,-99.761583
ST ALOISIUS MEDICAL CENTER NURSING HOME,355037,325 E BREWSTER ST,HARVEY,Wells,4,0,20,0,62,26,0,0,47.767687,-99.933089
NELSON COUNTY HEALTH SYSTEM CARE CENTER,355052,108 E NYHUS AVE,MCVILLE,Nelson,36,0,7,2,35,18,0,0,47.768619,-98.17716
ELM CREST MANOR,355110,100 ELM AVE,NEW SALEM,Morton,3,1,13,1,63,18,7,0,46.845164,-101.406837
ST ROSE CARE CENTER,355107,315 1ST ST SE,LAMOURE,LaMoure,39,4,17,13,24,32,0,0,46.354759,-98.293097
GOOD SAMARITAN SOCIETY - BOTTINEAU,355093,725 E 10TH ST,BOTTINEAU,Bottineau,26,10,25,20,21,45,9,2,48.822263,-100.433856
RICHARDTON HEALTH CENTER INC,355122,8885 HIGHWAY 10,RICHARDTON,Stark,0,10,4,0,27,13,11,0,46.891231,-102.340639
LUTHERAN SUNSET HOME,355084,333 EASTERN AVE,GRAFTON,Walsh,13,1,13,0,84,24,13,0,48.421193,-97.399488
"MILLER POINTE, A PROSPERA COMMUNITY",355106,3500 21ST ST SE,MANDAN,Morton,37,0,36,11,112,64,11,0,46.805184,-100.84524
ASHLEY MEDICAL CENTER NURSING HOME,355091,612 CENTER AVE N,ASHLEY,McIntosh,6,3,7,2,21,28,70,0,46.04018800000001,-99.37171500000001
"MINOT HEALTH AND REHAB, LLC",355031,600 S MAIN ST,MINOT,Ward,38,0,15,14,30,24,6,0,48.230751,-101.292863
TOWNER COUNTY LIVING CTR,355068,701 11TH ST,CANDO,Towner,23,10,8,5,19,17,28,0,48.483826,-99.201163
NORTHWOOD DEACONESS HEALTH CNT,355076,4 N PARK ST,NORTHWOOD,Grand Forks,2,0,11,0,36,11,1,0,47.73425000000001,-97.574033
HATTON PRAIRIE VILLAGE,355051,950 DAKOTA AVE,HATTON,Traill,8,3,5,0,33,14,0,0,47.636686000000005,-97.453241
GOOD SAMARITAN SOCIETY - LAKOTA,355104,608 4TH AVE SW,LAKOTA,Nelson,0,4,9,0,38,8,14,0,48.035143,-98.347363
PRINCE OF PEACE CARE CENTER,355048,201 8TH ST N,ELLENDALE,Dickey,23,20,9,3,47,28,5,0,46.009826,-98.525817
