Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
COUNTRY VILLA EAST NURSING CENTER,056114,2415 SOUTH WESTERN AVENUE,LOS ANGELES,Los Angeles,148,6,27,25,76,23,6,0,34.034343,-118.30897500000002
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF,056311,4636 FOUNTAIN AVENUE,LOS ANGELES,Los Angeles,0,0,1,0,81,11,0,0,34.095587,-118.29096300000002
HAYWARD HILLS HEALTH CARE CENTER,056447,1768 B STREET,HAYWARD,Alameda,0,64,0,0,71,1,16,0,37.68103700000001,-122.068645
HERITAGE REHABILITATION CENTER,056308,21414 S. VERMONT AVENUE,TORRANCE,Los Angeles,2,3,18,0,110,4,0,0,33.833864,-118.290281
SANTA CRUZ POST ACUTE,056065,1115 CAPITOLA ROAD,SANTA CRUZ,Santa Cruz,1,2,0,0,107,3,0,0,36.97744,-121.98821500000001
COMMUNITY CONVALESCENT CENTER OF SAN BERNARDINO,056107,1676 MEDICAL CTR DR.,SAN BERNARDINO,San Bernardino,4,20,0,0,34,13,16,0,34.130267,-117.322562
WINDSOR GARDENS CONVALESCENT HOSPITAL,056194,915 S. CRENSHAW BLVD.,LOS ANGELES,Los Angeles,32,38,14,5,59,51,6,0,34.055853,-118.322318
COUNTRY VILLA NORTH,056377,3233 W. PICO BOULEVARD,LOS ANGELES,Los Angeles,2,21,8,0,61,18,3,0,34.04717900000001,-118.31346
PARK MERRITT CARE CENTER,05A429,525 E 18TH STREET,OAKLAND,Alameda,1,0,13,13,,0,0,0,37.798059,-122.24978299999998
SAN FRANCISCO HEALTH CARE,056272,1477 GROVE STREET,SAN FRANCISCO,San Francisco,5,38,5,0,105,7,0,0,37.775581,-122.440763
BROADWAY VILLA POST ACUTE,055987,1250 BROADWAY,SONOMA,Sonoma,47,44,12,12,84,27,72,0,38.278542,-122.459843
VICTORIAN POST ACUTE,055848,2121 PINE STREET,SAN FRANCISCO,San Francisco,58,40,29,12,42,25,4,0,37.788276,-122.431104
WINDSOR REDDING CARE CENTER,056258,2490 COURT STREET,REDDING,Shasta,73,0,39,16,61,36,15,0,40.573276,-122.392223
GUARDIAN REHABILITATION HOSPITAL,056008,533 S. FAIRFAX AVE,LOS ANGELES,Los Angeles,22,34,10,3,75,23,7,0,34.0663,-118.361388
ALDEN TERRACE CONVALESCENT HOSPITAL,056237,1240 S HOOVER ST,LOS ANGELES,Los Angeles,107,0,32,26,163,41,1,0,34.048739000000005,-118.284158
ST JUDE CARE CENTER,055917,469 EAST NORTH STREET,MANTECA,San Joaquin,36,33,15,9,43,23,6,0,37.80103,-121.211592
WESTLAKE CONVALESCENT HOSPITAL,056242,316 S WESTLAKE AVENUE,LOS ANGELES,Los Angeles,36,14,20,2,56,48,17,0,34.061965,-118.27174200000002
GATEWAY POST ACUTE,056423,661 WEST POPLAR,PORTERVILLE,Tulare,0,0,0,0,58,9,2,0,36.051349,-119.032213
MOUNTAIN VIEW CONV HOSP,056333,13333 FENTON AVENUE,SYLMAR,Los Angeles,31,6,31,20,87,13,4,0,34.313363,-118.425139
LIFE CARE CENTER OF MENIFEE,056185,27600 ENCANTO DRIVE,SUN CITY,Riverside,44,1,25,2,60,32,8,0,33.719828,-117.188647
LA MARIPOSA CARE AND REHABILITATION CENTER,056086,1244 TRAVIS BLVD,FAIRFIELD,Solano,0,3,1,0,53,4,0,0,38.25822,-122.04798700000002
HUNTINGTON POST ACUTE,056080,150 BELLEFONTAINE ST,PASADENA,Los Angeles,14,6,46,21,101,22,14,0,34.131581,-118.153597
EXTENDED CARE HOSPITAL OF RIVERSIDE,056162,8171 MAGNOLIA AVENUE,RIVERSIDE,Riverside,36,38,6,4,78,34,34,2,33.934441,-117.42192600000001
MEADOWBROOK BEHAVIORAL HEALTH CENTER,05A269,3951 EAST BLVD.,LOS ANGELES,Los Angeles,5,19,1,0,77,6,3,0,34.005162,-118.42370800000002
SIERRA VIEW CARE CENTER,056466,14318 OHIO STREET,BALDWIN PARK,Los Angeles,69,21,30,24,73,49,21,0,34.095429,-117.962273
"FLOWER VILLA, INC",056438,1480 S. LA CIENEGA BL,LOS ANGELES,Los Angeles,11,3,6,1,33,1,3,1,34.050888,-118.37613800000001
ST. FRANCIS CONVALESCENT PAVILION,056394,99 ESCUELA DRIVE,DALY CITY,San Mateo,31,20,43,7,165,8,10,0,37.674463,-122.476212
MESA VERDE POST ACUTE CARE CENTER,056362,661 CENTER STREET,COSTA MESA,Orange,35,30,10,3,67,18,10,0,33.641589,-117.92604600000001
"EMPRESS CARE CENTER, LLC",056026,1299 S. BASCOM AVENUE,SAN JOSE,Santa Clara,0,2,2,0,43,1,0,0,37.301817,-121.931791
HY-LOND HEALTH CARE CENTER-MERCED,055988,3170 M STREET,MERCED,Merced,47,0,12,5,81,23,1,0,37.320516,-120.478355
BERKELEY PINES SKILLED NURSING CENTER,055892,2223 ASHBY AVENUE,BERKELEY,Alameda,18,0,4,3,33,6,0,0,37.855792,-122.262655
HILLCREST MANOR SANITARIUM,055975,1889 NATIONAL CITY BLVD.,NATIONAL CITY,San Diego,0,0,0,0,59,14,0,0,32.666609,-117.103283
WATSONVILLE POST ACUTE CENTER,055959,525 AUTO CENTER DRIVE,WATSONVILLE,Santa Cruz,39,56,29,13,48,21,29,0,36.919559,-121.76761999999998
GOLDEN EMPIRE,056391,121 DORSEY DRIVE,GRASS VALLEY,Nevada,1,0,51,0,139,4,2,0,39.229694,-121.043655
HAYWARD HEALTHCARE & WELLNESS CENTER,055874,1805 WEST STREET,HAYWARD,Alameda,2,12,6,0,88,6,8,1,37.644882,-122.116045
STONEBROOK HEALTH AND REHABILITATION,055800,350 DE SOTO DRIVE,LOS GATOS,Santa Clara,1,1,4,0,67,6,0,0,37.24528,-121.94716500000001
COUNTRY VILLA LOS FELIZ NURSING CENTER,056380,3002 ROWENA AVENUE,LOS ANGELES,Los Angeles,5,3,9,0,117,11,0,0,34.108743,-118.26975200000001
CRESTWOOD MANOR - FREMONT,05A427,4303 STEVENSON BOULEVARD,FREMONT,Alameda,51,120,6,5,107,24,34,1,37.537184,-121.976281
WINDSOR HAMPTON CARE CENTER,056324,442 HAMPTON STREET,STOCKTON,San Joaquin,80,127,38,12,95,91,34,1,37.975281,-121.292191
"ORINDA CARE CENTER, LLC",055775,11 ALTARINDA ROAD,ORINDA,Contra Costa,40,44,16,8,41,36,3,0,37.882904,-122.18396
THE AVENUES TRANSITIONAL CARE CENTER,055963,2043 19TH AVENUE,SAN FRANCISCO,San Francisco,0,26,7,0,104,4,4,0,37.749654,-122.476167
ALAMEDA COUNTY MEDICAL CENTER D/P SNF,056479,15400 FOOTHILL BOULEVARD,SAN LEANDRO,Alameda,1,3,0,0,103,1,0,0,37.707628,-122.12024400000001
ANTIOCH CONVALESCENT HOSPITAL,056381,1210 A STREET,ANTIOCH,Contra Costa,0,5,11,0,73,3,5,0,38.009132,-121.80601700000001
ENCINITAS NURSING AND REHABILITATION CENTER,055761,900 SANTA FE DRIVE,ENCINITAS,San Diego,1,42,13,0,59,2,32,0,33.03628,-117.272128
RED BLUFF HEALTH CARE CENTER,056274,555 LUTHER ROAD,RED BLUFF,Tehama,41,11,19,8,31,15,3,0,40.160863,-122.23198600000002
SIERRA VISTA,05A027,3455 EAST HIGHLAND AVE,HIGHLAND,San Bernardino,10,3,0,0,115,8,5,0,34.13577500000001,-117.211714
WOODS HEALTH SERVICES,056083,2600 A STREET,LA VERNE,Los Angeles,31,21,21,6,29,18,17,0,34.104973,-117.77502999999999
LAKE BALBOA CARE CENTER,056180,16955 VANOWEN STREET,VAN NUYS,Los Angeles,3,0,2,0,26,1,0,0,34.193894,-118.50332799999998
PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,056176,2707 PINE STREET,SAN FRANCISCO,San Francisco,23,45,10,2,102,16,2,0,37.787071,-122.440559
TEMPLE CITY HEALTHCARE,056413,5101 TYLER AVENUE,TEMPLE CITY,Los Angeles,4,87,3,0,51,10,7,0,34.098193,-118.025467
VALLEY HEALTHCARE CENTER,056183,1680 NORTH WATERMAN AVENUE,SAN BERNARDINO,San Bernardino,68,11,25,12,82,49,5,0,34.129757,-117.278769
KIT CARSON NURSING & REHABILITATION CENTER,056198,811 COURT STREET,JACKSON,Amador,53,44,23,17,52,22,22,0,38.352892,-120.767279
WINDSOR CHICO CREEK CARE AND REHAB CENTER,056074,587 RIO LINDO AVENUE,CHICO,Butte,43,13,60,7,132,29,12,0,39.754538,-121.848429
ALAMITOS WEST HEALTH & REHABILITATION,056169,3902 KATELLA AVENUE,LOS ALAMITOS,Orange,101,37,56,18,89,52,40,0,33.803006,-118.06428200000002
MISSION TERRACE CONVALESCENT HOSPITAL,055991,623 W JUNIPERO ST,SANTA BARBARA,Santa Barbara,0,0,4,0,87,0,0,0,34.427742,-119.727199
WEST HILLS HEALTH & REHAB CENTER,056133,7940 TOPANGA CANYON BLVD.,CANOGA PARK,Los Angeles,1,3,27,12,96,5,2,0,34.214893,-118.60597400000002
DESERT SPRINGS HEALTHCARE & WELLNESS CENTRE,555084,82-262 VALENCIA AVENUE,INDIO,Riverside,,,,,,,,,33.724445,-116.230218
HEARTWOOD AVENUE HEALTHCARE,555184,1044 HEARTWOOD AVE.,VALLEJO,Solano,0,0,5,0,39,4,0,0,38.105311,-122.21145600000001
WESTGATE GARDENS CARE CENTER,555208,4525 W. TULARE AVE.,VISALIA,Tulare,8,31,21,2,116,12,38,0,36.320046,-119.34142800000001
VALLEY VISTA NURSING AND TRANSITIONAL CARE LLC,555132,6120 N. VINELAND AVE,NORTH HOLLYWOOD,Los Angeles,9,3,1,0,60,14,2,0,34.181935,-118.37031399999998
AVOCADO POST ACUTE,555076,510 E. WASHINGTON AVENUE,EL CAJON,San Diego,33,17,27,7,253,28,13,0,32.787669,-116.955682
OAK RIVER REHAB,555147,3300 FRANKLIN STREET,ANDERSON,Shasta,0,0,13,0,107,4,1,0,40.448092,-122.310922
WILLOWS POST ACUTE,555151,320 NORTH CRAWFORD STREET,WILLOWS,Glenn,0,4,4,0,71,11,33,0,39.52366200000001,-122.206029
EL RANCHO VISTA HEALTH CARE CENTER,555112,8925 MINES AVENUE,PICO RIVERA,Los Angeles,45,13,8,22,54,24,2,2,33.992592,-118.090679
LAKEWOOD HEALTHCARE CENTER,555099,12023 LAKEWOOD BLVD.,DOWNEY,Los Angeles,138,204,93,81,271,111,40,0,33.925654,-118.131383
SKYLINE HEALTHCARE CENTER - LA,555117,3032 ROWENA AVE,LOS ANGELES,Los Angeles,5,13,4,1,60,12,29,0,34.108952,-118.270541
VINEYARD HILLS HEALTH CENTER,555220,290 HEATHER COURT,TEMPLETON,San Luis Obispo,25,11,14,6,63,25,53,0,35.553435,-120.717613
ORANGEGROVE REHABILITATION HOSPITAL,555021,12332 GARDEN GROVE BLVD.,GARDEN GROVE,Orange,8,2,7,0,75,17,0,1,33.774322,-117.91695500000002
SUNNYVIEW CARE CENTER,555071,2000 W WASHINGTON BL,LOS ANGELES,Los Angeles,36,51,23,16,68,19,0,4,34.039963,-118.30277299999999
WINDSOR POST-ACUTE HEALTHCARE CENTER OF MODESTO,555118,2030 EVERGREEN AVENUE,MODESTO,Stanislaus,106,10,13,8,137,43,20,0,37.667123,-121.028321
LODI NURSING & REHABILITATION,555049,1334 S. HAM LANE,LODI,San Joaquin,14,1,0,0,65,21,7,0,38.115932,-121.28803199999999
LAS FLORES CONVALESCENT HOSPITAL,555057,14165 PURCHE AVE.,GARDENA,Los Angeles,21,1,2,1,106,22,0,0,33.9028,-118.32062499999999
LINWOOD MEADOWS CARE CENTER,555125,4444 WEST MEADOW,VISALIA,Tulare,34,18,20,9,25,34,6,0,36.32179,-119.33983900000001
CASA DORINDA,555023,300 HOT SPRINGS RD,SANTA BARBARA,Santa Barbara,0,35,5,0,28,8,8,0,34.428937,-119.64081000000002
CATALINA ISLAND MEDICAL CENTER D/P SNF,555187,100 FALLS CANYON RD,AVALON,Los Angeles,0,2,1,0,5,0,0,0,33.339079,-118.330477
MCKINLEY PARK CARE CENTER,555122,3700 H STREET,SACRAMENTO,Sacramento,0,0,7,0,66,3,1,0,38.57278,-121.456018
MOUNT MIGUEL COVENANT VILLAGE,555134,325 KEMPTON ST.,SPRING VALLEY,San Diego,2,1,17,2,61,3,0,0,32.703068,-117.001996
LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF,555020,375 LAGUNA HONDA BLVD.,SAN FRANCISCO,San Francisco,28,326,68,0,714,65,784,0,37.747824,-122.458636
EXTENDED CARE HOSPITAL OF WESTMINSTER,555211,206 HOSPITAL CIRCLE,WESTMINSTER,Orange,0,25,0,0,89,7,37,0,33.762397,-117.994629
TOWN & COUNTRY,555141,555 EAST MEMORY LANE,SANTA ANA,Orange,1,7,0,0,47,7,0,0,33.773846000000006,-117.86139499999999
"GREENFIELD CARE CENTER OF FILLMORE, LLC",555066,118 B ST,FILLMORE,Ventura,12,54,20,1,70,22,22,0,34.394281,-118.92221600000002
COLLEGE VISTA CONVALESCENT HOSPITAL,555030,4681 EAGLE ROCK BLVD.,LOS ANGELES,Los Angeles,1,26,20,4,44,6,10,0,34.129574,-118.216988
FIRESIDE HEALTH CARE CENTER,555039,947 3RD STREET,SANTA MONICA,Los Angeles,0,1,0,0,42,9,3,0,34.02131,-118.50272
ST ANDREWS,555218,2300 W. WASHINGTON BLVD.,LOS ANGELES,Los Angeles,31,7,3,2,47,15,5,0,34.039923,-118.31178800000002
VALLEY VIEW CARE CENTER,555053,729 BROWNING ROAD,DELANO,Kern,0,0,4,0,49,4,2,0,35.767184,-119.22319399999999
MILL CREEK MANOR,555025,2278 NICE STREET,MENTONE,San Bernardino,3,4,1,1,48,5,7,0,34.066032,-117.10589400000002
PARK ANAHEIM HEALTHCARE CENTER,555035,3435 W BALL ROAD,ANAHEIM,Orange,25,50,15,10,87,27,13,0,33.817265,-118.00980600000001
LAKE PARK RETIREMENT RESIDENCE,555113,1850 ALICE STREET,OAKLAND,Alameda,0,0,0,0,16,2,1,0,37.805437,-122.26456600000002
SHORELINE CARE CENTER,555163,5225 SOUTH J ST,OXNARD,Ventura,7,0,25,0,149,28,0,0,34.152845,-119.18614400000001
SAN MATEO MEDICAL CENTER D/P SNF,555034,222 WEST 39TH AVENUE,SAN MATEO,San Mateo,5,92,8,3,256,7,22,0,37.530116,-122.29940600000002
PROFESSIONAL POST ACUTE CENTER,555214,81 PROFESSIONAL CENTER PARKWAY,SAN RAFAEL,Marin,54,14,12,11,81,15,0,0,38.009888,-122.53862900000001
SANTA FE LODGE,555106,5053  PECK RD.,EL MONTE,Los Angeles,22,9,1,1,45,12,3,0,34.0951,-118.012527
ADVENTIST HEALTH SONORA - D/P SNF,555209,179 SOUTH FAIRVIEW LANE,SONORA,Tuolumne,2,138,9,0,27,4,26,0,37.978887,-120.39140199999999
WHITE BLOSSOM CARE CENTER,555068,1990 FRUITDALE AVENUE,SAN JOSE,Santa Clara,3,0,18,0,150,8,0,0,37.310703,-121.92862100000002
THE HILLS HEALTHCARE CENTER,555045,10158 SUNLAND BLVD,SUNLAND,Los Angeles,2,0,3,0,65,1,0,0,34.260321,-118.338969
SAINT VINCENT HEALTHCARE,555119,1810 N. FAIR OAKS AVE,PASADENA,Los Angeles,51,3,23,8,65,26,3,2,34.176859,-118.150739
GRANCELL VILLAGE OF THE JEWISH HOMES FOR THE AGING,555137,7150 TAMPA AVE,RESEDA,Los Angeles,2,9,24,0,91,19,11,0,34.200094,-118.553521
DEL ROSA VILLA,555195,2018  N DEL ROSA AVE.,SAN BERNARDINO,San Bernardino,50,23,17,7,91,40,39,2,34.13443,-117.25237599999998
ST JOHN KRONSTADT CONVALESCENT CENTER,555016,4432 JAMES AVENUE,CASTRO VALLEY,Alameda,0,36,4,0,40,0,13,0,37.706618,-122.069841
PALOS VERDES HEALTH CARE CENTER,555028,26303 WESTERN AVE.,LOMITA,Los Angeles,7,6,6,0,43,3,0,0,33.783405,-118.310013
GOOD SHEPHERD HLTH CARE CTR OF SANTA MONICA,555061,1131 ARIZONA AVE.,SANTA MONICA,Los Angeles,4,7,7,1,39,9,0,0,34.023654,-118.489446
GOLDEN CROSS HEALTH CARE,555096,1450 N. FAIR OAKS AVENUE,PASADENA,Los Angeles,70,5,15,16,0,45,4,0,34.17077,-118.15069299999999
POWAY HEALTHCARE CENTER,555136,15632 POMERADO ROAD,POWAY,San Diego,0,0,14,0,92,3,3,0,32.997471,-117.05798499999999
DEL MAR CONVALESCENT HOSPITAL,555081,3136 NORTH DEL MAR AVENUE,ROSEMEAD,Los Angeles,6,0,10,3,47,21,5,0,34.06535,-118.099502
PLAYA DEL REY CENTER,555004,7716 MANCHESTER AVENUE,PLAYA DEL REY,Los Angeles,29,4,19,4,75,5,0,0,0,0
BOULDER CREEK POST ACUTE,555206,12696 MONTE VISTA ROAD,POWAY,San Diego,3,22,0,0,143,10,9,0,32.99447,-117.05421999999999
PACIFIC POST ACUTE,555054,1323 17TH STREET,SANTA MONICA,Los Angeles,1,7,2,1,41,2,6,0,34.027202,-118.48380300000001
DRIFTWOOD HEALTHCARE CENTER,555114,4109 EMERALD ST,TORRANCE,Los Angeles,3,0,41,0,67,5,0,0,33.841352,-118.35719299999998
DOWNEY COMMUNITY HEALTH CENTER,555128,8425 IOWA STREET,DOWNEY,Los Angeles,130,9,40,14,166,75,10,0,33.936530000000005,-118.13228100000002
KINGSLEY MANOR CARE CENTER,555086,1055 N KINGSLEY DR,LOS ANGELES,Los Angeles,19,45,4,4,40,29,6,0,34.089956,-118.303264
ESKATON CARE CENTER FAIR OAKS,555153,11300 FAIR OAKS BLVD.,FAIR OAKS,Sacramento,20,41,19,7,125,25,70,0,38.65728,-121.264346
ST EDNA SUBACUTE AND REHABILITATION CENTER,555093,1929 N. FAIRVIEW STREET,SANTA ANA,Orange,87,91,28,19,93,56,71,0,33.763706,-117.90286200000001
VIEW PARK CONV HOSP,555065,3737 DON FELIPE DRIVE,LOS ANGELES,Los Angeles,52,38,20,20,81,48,23,0,34.007175,-118.34082000000001
MAYWOOD SKILLED NURSING & WELLNESS CENTRE,555130,6025 PINE AVE,MAYWOOD,Los Angeles,101,12,52,18,116,36,17,0,33.984576,-118.18824100000002
BEACHSIDE NURSING CENTER,555027,7781 GARFIELD AVENUE,HUNTINGTON BEACH,Orange,33,12,3,1,29,50,48,0,33.686708,-117.992303
LONG BEACH POST ACUTE,555010,1201 WALNUT AVENUE,LONG BEACH,Los Angeles,0,0,0,0,63,0,0,0,33.78168500000001,-118.17199500000001
OAKHURST HEALTHCARE CENTER,555115,40131 HIGHWAY 49,OAKHURST,Madera,30,37,22,5,43,14,2,0,37.334545,-119.661291
WINDSOR POST-ACUTE CENTER OF ARVIN,555170,323 CAMPUS DRIVE,ARVIN,Kern,62,44,11,4,62,29,9,0,35.212116,-118.83323899999999
HIGHLAND SPRINGS CARE CENTER,555135,1441 MICHIGAN AVENUE,BEAUMONT,Riverside,60,1,9,14,82,41,0,0,33.948531,-116.968937
CHILDRENS HC ORG NO CA SARATOGA PEDIATRIC SUBACUTE,555204,13425 SOUSA LANE,SARATOGA,Santa Clara,0,85,0,0,27,2,31,0,37.27284,-121.996172
PACIFIC COAST POST ACUTE,555090,720 EAST ROMIE LANE,SALINAS,Monterey,4,4,21,0,134,9,6,0,36.659027,-121.64222700000002
INLAND CHRISTIAN HOME,555108,1950 S. MOUNTAIN AVE,ONTARIO,San Bernardino,1,0,1,0,46,6,0,0,34.03686700000001,-117.669882
VALLEY WEST POST ACUTE,555200,1224 E STREET,WILLIAMS,Colusa,30,13,17,3,82,42,21,0,39.152469,-122.15713600000001
BALDWIN GARDENS NURSING CENTER,555055,10786 LIVE OAK AVENUE,TEMPLE CITY,Los Angeles,14,97,4,3,56,20,10,0,0,0
VETERANS HOME OF CALIFORNIA - YOUNTVILLE -  SNF,555095,100 CALIFORNIA DRIVE,YOUNTVILLE,Napa,3,21,4,0,214,10,25,0,38.39658200000001,-122.36134700000001
GOLDEN STATE COLONIAL HEALTHCARE CENTER,555011,10830 OXNARD STREET,NORTH HOLLYWOOD,Los Angeles,30,21,1,1,44,14,0,0,34.179423,-118.36701900000001
AUBURN OAKS CARE CENTER,555219,3400 BELL ROAD,AUBURN,Placer,19,8,11,3,68,7,1,0,38.941849,-121.109969
LINCOLN SQUARE POST ACUTE CARE,555186,1032 N. LINCOLN STREET,STOCKTON,San Joaquin,13,0,3,0,45,16,2,0,37.961941,-121.30046200000001
HIGHLAND PARK SKILLED NURSING AND WELLNESS CENTER,555165,5125 MONTE VISTA ST.,LOS ANGELES,Los Angeles,1,17,1,0,54,7,3,0,34.108271,-118.20152399999999
WESTLAND HOUSE,555143,100 BARNET SEGAL LANE,MONTEREY,Monterey,1,0,0,0,19,1,0,0,36.580621,-121.892573
CLAREMONT MANOR CARE CENTER,555085,621 W BONITA AVE,CLAREMONT,Los Angeles,1,23,6,0,43,6,3,0,34.096475,-117.724208
PACIFICA HOSPITAL OF THE VALLEY DP SNF,555217,9449 SAN FERNANDO ROAD,SUN VALLEY,Los Angeles,23,3,17,3,83,4,0,0,34.241134,-118.39566899999998
NAPA VALLEY CARE CENTER,555161,3275 VILLA LANE,NAPA,Napa,45,349,20,9,91,17,1,0,38.322198,-122.29267400000002
REDWOOD TERRACE HEALTH CENTER,555146,710 W 13TH AVE,ESCONDIDO,San Diego,4,3,1,0,50,4,1,0,33.106265,-117.083066
WEBSTER HOUSE,555156,437 WEBSTER STREET,PALO ALTO,Santa Clara,3,14,13,0,86,10,10,0,37.449879,-122.15857700000001
THE BRADLEY COURT,555140,675 E BRADLEY,EL CAJON,San Diego,22,19,17,6,52,15,2,0,32.819112000000004,-116.952251
NORTHPOINTE HEALTHCARE CENTRE,555179,668 E. BULLARD,FRESNO,Fresno,0,0,19,0,88,5,6,0,36.823077,-119.775405
PROVIDENCE HOLY CROSS MED CTR D/P SNF,555074,"11600A INDIAN HILLS ROAD, MISSION HILLS, CA 91345",MISSION HILLS,Los Angeles,0,1,10,0,45,5,6,0,34.281189,-118.45891800000001
RIVERWALK POST ACUTE,555017,4000 HARRISON STREET,RIVERSIDE,Riverside,69,73,57,18,127,47,23,0,33.920865,-117.454123
CITY CREEK POST ACUTE,555160,6248 66TH AVENUE,SACRAMENTO,Sacramento,63,12,35,10,57,40,7,0,38.492422,-121.431577
"MIRACLE MILE HEALTHCARE CENTER, LLC",555139,1020 SOUTH FAIRFAX AVE,LOS ANGELES,Los Angeles,46,50,23,14,72,17,13,1,34.057625,-118.36408300000001
RIMROCK VILLA CONVALESCENT HOSPITAL,555162,27555 RIMROCK ROAD,BARSTOW,San Bernardino,30,10,12,6,25,21,4,0,34.877514,-117.06003500000001
MEADOWS RIDGE CARE CENTER,555089,1700 E WASHINGTON STREET,COLTON,San Bernardino,103,98,26,17,90,64,24,0,34.04843300000001,-117.298933
LOTUS CARE CENTER,555040,6011 WEST BLVD,LOS ANGELES,Los Angeles,0,0,0,0,34,0,0,0,33.985282,-118.33520500000002
MERCY RETIREMENT & CARE CENTER,555189,3431 FOOTHILL BLVD.,OAKLAND,Alameda,18,28,16,12,40,17,3,0,37.782658,-122.21970000000002
WESTERN CONV. HOSPITAL,555069,2190 W. ADAMS BLVD.,LOS ANGELES,Los Angeles,6,0,13,0,97,15,0,0,34.032655,-118.314658
ESKATON CARE CENTER MANZANITA,555083,5318 MANZANITA  AVENUE,CARMICHAEL,Sacramento,18,0,1,1,55,15,2,0,38.664473,-121.327133
ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITA,555190,2633 WEST RUMBLE RD,MODESTO,Stanislaus,8,37,38,1,125,22,10,0,37.682229,-121.043964
MCCLURE POST ACUTE,555067,2910 MCCLURE STREET,OAKLAND,Alameda,0,0,0,0,53,0,0,0,37.818359,-122.26636100000002
ARBOR REHABILITATION & NURSING CENTER,555164,900 NORTH CHURCH STREET,LODI,San Joaquin,94,46,48,12,118,57,26,0,38.144684,-121.27479400000001
WINDSOR THE RIDGE REHABILITATION CENTER,555060,350 IRIS DRIVE,SALINAS,Monterey,19,2,14,5,87,33,0,0,36.693477,-121.657261
VALLEY POINTE NURSING & REHABILITATION CENTER,555082,20090 STANTON AVENUE,CASTRO VALLEY,Alameda,3,2,1,0,46,2,0,0,37.697489,-122.09106900000002
"PASADENA CARE CENTER, LLC",555213,1640 N. FAIR OAKS AVENUE,PASADENA,Los Angeles,4,19,9,1,56,12,7,0,34.174146,-118.15071700000001
SHARP CHULA VISTA MED CTR SNF,555216,751 MEDICAL CENTER COURT,CHULA VISTA,San Diego,13,10,10,1,65,11,0,0,32.618448,-117.02399
ESKATON CARE CENTER GREENHAVEN,555098,455 FLORIN ROAD,SACRAMENTO,Sacramento,1,13,5,0,103,7,6,0,38.506376,-121.539602
TEMPLE PARK CONVALESCENT HOSP,555019,2411 W. TEMPLE STREET,LOS ANGELES,Los Angeles,3,6,12,0,80,14,1,0,34.071838,-118.27282900000002
DYCORA TRANSITIONAL HEALTH - WEBER OAKS,555105,2740 NORTH CALIFORNIA STREET,STOCKTON,San Joaquin,70,19,22,13,72,26,6,0,37.977167,-121.29172200000001
ARARAT CONVALESCENT HOSPITAL,555126,2373 COLORADO BLVD.,LOS ANGELES,Los Angeles,11,9,17,6,21,20,7,0,34.13988,-118.218295
FIDELITY HEALTH CARE,555088,11210 LOWER AZUSA RD.,EL MONTE,Los Angeles,0,3,0,0,72,2,0,0,34.091743,-118.022643
PINERS NURSING HOME,555207,1800 PUEBLO AVE,NAPA,Napa,0,22,11,0,43,10,34,0,38.31433,-122.305055
SAN MIGUEL VILLA,555104,1050 SAN MIGUEL ROAD,CONCORD,Contra Costa,65,20,58,20,145,17,26,1,37.957044,-122.026528
GOLD COUNTRY HEALTH CENTER,555180,4301 GOLDEN CENTER DRIVE,PLACERVILLE,El Dorado,0,0,0,0,34,1,0,0,38.706757,-120.82881000000002
WINDSOR GARDENS HEALTHCARE OF THE VALLEY,555012,"13000 VICTORY BLVD,",NORTH HOLLYWOOD,Los Angeles,13,4,6,1,81,9,10,0,34.186693,-118.41650599999998
COAST CARE CONVALESCENT CENTER,555199,14518 E. LOS ANGELES ST.,BALDWIN PARK,Los Angeles,32,22,2,1,40,15,7,0,34.092315,-117.959057
FRENCH PARK CARE CENTER,555103,600 E WASHINGTON AVENUE,SANTA ANA,Orange,79,29,26,25,168,58,11,0,33.755624,-117.862216
VINEYARD POST ACUTE,555120,101 MONROE STREET,PETALUMA,Sonoma,61,123,7,3,89,28,24,0,38.256286,-122.62755000000001
SENECA DISTRICT HOSPITAL D/P SNF,555022,130 BRENTWOOD DR,CHESTER,Plumas,0,6,2,0,10,0,3,0,40.305302,-121.234018
TRACY NURSING AND REHABILITATION CENTER,555080,545 WEST BEVERLY PLACE,TRACY,San Joaquin,36,6,6,1,42,34,15,0,37.745312,-121.43383900000002
ROSEWOOD HEALTH FACILITY,555116,1401 NEW STINE ROAD,BAKERSFIELD,Kern,5,173,22,0,52,15,41,0,35.341422,-119.061238
VALLEY CONVALESCENT CENTER,555158,1700 S. IMPERIAL AVE,EL CENTRO,Imperial,51,213,30,17,57,40,58,0,32.778186,-115.569656
VICTORIA CARE CENTER,555107,3541 PUENTE AVENUE,BALDWIN PARK,Los Angeles,33,63,12,7,39,29,19,0,34.07768,-117.954091
ST. PAULS HEALTH CARE CENTER,555144,235 NUTMEG STREET,SAN DIEGO,San Diego,0,0,9,0,38,3,6,0,32.733473,-117.162559
