Date Collected,State,County,City,Facility Name,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
20201104,OH,Franklin,,Heinzerling Memorial Foundation,Intermediate Care Facility,Other,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,I am Boundless,Intermediate Care Facility,Other,,,,,,,,6,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Rescare,Intermediate Care Facility,Other,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Viaquest-Furth,Intermediate Care Facility,Other,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Viaquest-Roselawn,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Gallia,,Rescare,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Toward Independence,Intermediate Care Facility,Other,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Affinity Place Mt Healthy,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Carini Group Home,Intermediate Care Facility,Other,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,GraceWorks Enhanced Living Kemper,Intermediate Care Facility,Other,,,,,,,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,GraceWorks Enhanced Living Springdale,Intermediate Care Facility,Other,,,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,GraceWorks Enhanced Living Wyoming Home,Intermediate Care Facility,Other,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Mimi's House,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Residential Management Systems - Thomwood,Intermediate Care Facility,Other,,,,,,,,7,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,St Joseph Home,Intermediate Care Facility,Other,,,,,,,,0,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Henry,,Filling Home-DD,Intermediate Care Facility,Other,,,,,,,,10,,,,13,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Lake County Board of Developmental Disabilities Deepwood,Intermediate Care Facility,Other,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Madison Village Manor,Intermediate Care Facility,Other,,,,,,,,15,,,,13,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lake,,Ohio Living Breckenridge Village Assisted Living,Intermediate Care Facility,Other,,,,,,,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lorain,,Our Lady of the Wayside,Intermediate Care Facility,Other,,,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Anne Grady,Intermediate Care Facility,Other,,,,,,,,12,,,,11,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Bittersweet Farms,Intermediate Care Facility,Other,,,,,,,,5,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Northwest Ohio Developmental Center,Intermediate Care Facility,Other,,,,,,,,7,,,,28,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Lucas,,Sunshine Children's Home,Intermediate Care Facility,Other,,,,,,,,11,,,,20,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,Laurel House,Intermediate Care Facility,Other,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,Neff House,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Medina,,SHC-Tischer House,Intermediate Care Facility,Other,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Mercer,,Briarwood Village,Intermediate Care Facility,Other,,,,,,,,14,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Echoing Valley,Intermediate Care Facility,Other,,,,,,,,14,,,,12,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Echoing Woods,Intermediate Care Facility,Other,,,,,,,,16,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Montgomery,,Stillwater Center,Intermediate Care Facility,Other,,,,,,,,10,,,,22,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Noble,,Altercare,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ottawa,,Luther Home of Mercy,Intermediate Care Facility,Other,,,,,,,,13,,,,12,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Portage,,Hattie Larlham,Intermediate Care Facility,Other,,,,,,,,0,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Portage,,Independence of Portage Co Lincoln,Intermediate Care Facility,Other,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Portage,,Vista Veranda,Intermediate Care Facility,Other,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Preble,,Community Concepts,Intermediate Care Facility,Other,,,,,,,,13,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Preble,,Foundations,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ross,,Advancing Abilities- Scioto Trails Group Homes,Intermediate Care Facility,Other,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Scioto,,Bernita Corporation,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Scioto,,Scioto Residential Services,Intermediate Care Facility,Other,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Summit,,Winchester House Group Home,Intermediate Care Facility,Other,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Trumbull,,Addison Healthcare Center,Intermediate Care Facility,Other,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Wood,,Wood Lane Residential Werner House,Intermediate Care Facility,Other,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Adams,,Adams County Manor,Nursing Home,Nursing Home,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Adams,,Eagle Creek,Nursing Home,Nursing Home,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Adams,,Monarch Meadows,Nursing Home,Nursing Home,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,CareCore at Lima,Nursing Home,Nursing Home,,,,,,,,27,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Liberty Nursing Centers of Lima,Nursing Home,Nursing Home,,,,,,,,2,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Lima Convalescent Home,Nursing Home,Nursing Home,,,,,,,,1,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Lima Manor,Nursing Home,Nursing Home,,,,,,,,18,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Lost Creek,Nursing Home,Nursing Home,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Mennonite Memorial Home,Nursing Home,Nursing Home,,,,,,,,33,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Roselawn Manor,Nursing Home,Nursing Home,,,,,,,,28,,,,23,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Sarah Jane Living Center,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Shawnee Manor,Nursing Home,Nursing Home,,,,,,,,17,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Springview Manor,Nursing Home,Nursing Home,,,,,,,,41,,,,36,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,The Meadows of Delphos,Nursing Home,Nursing Home,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,The Springs of Lima,Nursing Home,Nursing Home,,,,,,,,3,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Vancrest of Delphos,Nursing Home,Nursing Home,,,,,,,,4,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Allen,,Willow Ridge,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashland,,Brethren Care Village,Nursing Home,Nursing Home,,,,,,,,26,,,,22,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashland,,Colonial Manor Health Care Center,Nursing Home,Nursing Home,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashland,,Kingston of Ashland,Nursing Home,Nursing Home,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashland,,LSS The Good Shepherd Skilled Nursing and Rehab,Nursing Home,Nursing Home,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashland,,St Martin Assisted Living Martin House Apartments,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,Andover Village Skilled Nursing and Rehabilitation,Nursing Home,Nursing Home,,,,,,,,3,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,Ashtabula County Nursing Home,Nursing Home,Nursing Home,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,CARINGTON PARK,Nursing Home,Nursing Home,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,COUNTRY CLUB RETIREMENT CAMPUS III,Nursing Home,Nursing Home,,,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,Generations Behavioral Health - Geneva,Nursing Home,Nursing Home,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,Geneva Shores,Nursing Home,Nursing Home,,,,,,,,29,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,Jefferson Healthcare Center,Nursing Home,Nursing Home,,,,,,,,9,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,Lake Pointe Rehabilitation and Nursing,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Ashtabula,,Saybrook Landing,Nursing Home,Nursing Home,,,,,,,,52,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Athens,,Hickory Creek of Athens,Nursing Home,Nursing Home,,,,,,,,24,,,,15,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Athens,,Kimes Nursing and Rehab,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Athens,,The Laurels of Athens,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Cridersville Healthcare Center,Nursing Home,Nursing Home,,,,,,,,4,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Grande Lake Healthcare,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Heritage Center,Nursing Home,Nursing Home,,,,,,,,40,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Otterbein Cridersville,Nursing Home,Nursing Home,,,,,,,,12,,,,15,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Otterbein St Mary's,Nursing Home,Nursing Home,,,,,,,,13,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,The Acres of Wapakoneta,Nursing Home,Nursing Home,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Vancrest,Nursing Home,Nursing Home,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Auglaize,,Wapakoneta Manor,Nursing Home,Nursing Home,,,,,,,,48,,,,20,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Acuity,Nursing Home,Nursing Home,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Astoria Place,Nursing Home,Nursing Home,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Belmont Manor,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Cumberland Pointe,Nursing Home,Nursing Home,,,,,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Emerald Pointe,Nursing Home,Nursing Home,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Park Health,Nursing Home,Nursing Home,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Rolling Hills,Nursing Home,Nursing Home,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Shadyside Care Center,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Sienna Hills,Nursing Home,Nursing Home,,,,,,,,15,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Belmont,,Walton Home,Nursing Home,Nursing Home,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Brown,,Locust Ridge,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Brown,,Ohio Valley Manor,Nursing Home,Nursing Home,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Brown,,Ohio Veterans Home,Nursing Home,Nursing Home,,,,,,,,5,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Brown,,Villa Georgetown,Nursing Home,Nursing Home,,,,,,,,15,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,ARLINGTON POINT,Nursing Home,Nursing Home,,,,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Birchwood-Hillandale,Nursing Home,Nursing Home,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Chesterwood-Ashley Place,Nursing Home,Nursing Home,,,,,,,,19,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Doverwood-Ashley Place,Nursing Home,Nursing Home,,,,,,,,27,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Glen Meadows,Nursing Home,Nursing Home,,,,,,,,18,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Golden Years,Nursing Home,Nursing Home,,,,,,,,44,,,,28,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Hawthorne Glen,Nursing Home,Nursing Home,,,,,,,,61,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Heritagespring,Nursing Home,Nursing Home,,,,,,,,23,,,,29,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Knolls of Oxford,Nursing Home,Nursing Home,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Legacy at Liberty Ridge,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,MAJESTIC CARE FKA Garden Manor,Nursing Home,Nursing Home,,,,,,,,23,,,,18,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Ohio Living Mt Pleasant,Nursing Home,Nursing Home,,,,,,,,22,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Oxford Healthcare,Nursing Home,Nursing Home,,,,,,,,19,,,,11,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Parkside,Nursing Home,Nursing Home,,,,,,,,76,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Willow Knoll Post Acute Care,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Woodland Country Manor,Nursing Home,Nursing Home,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Butler,,Woodridge,Nursing Home,Nursing Home,,,,,,,,27,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Carroll,,Arbors of Minerva,Nursing Home,Nursing Home,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Carroll,,Carroll Healthcare Center,Nursing Home,Nursing Home,,,,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Carroll,,Golden Age Retreat,Nursing Home,Nursing Home,,,,,,,,28,,,,12,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Champaign,,McAuley Nursing Home,Nursing Home,Nursing Home,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Allen View Healthcare Center,Nursing Home,Nursing Home,,,,,,,,87,,,,30,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Arbors at Springfield,Nursing Home,Nursing Home,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Dayspring of Miami Valley,Nursing Home,Nursing Home,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Forest Glen Health Campus,Nursing Home,Nursing Home,,,,,,,,60,,,,37,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Fox Run Senior Living,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Northwood,Nursing Home,Nursing Home,,,,,,,,43,,,,25,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Oakwood Village,Nursing Home,Nursing Home,,,,,,,,30,,,,33,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Ohio Masonic Home,Nursing Home,Nursing Home,,,,,,,,2,,,,12,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Southbrook Care Center,Nursing Home,Nursing Home,,,,,,,,29,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Vancrest at New Carlisle,Nursing Home,Nursing Home,,,,,,,,25,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Villa Springfield,Nursing Home,Nursing Home,,,,,,,,52,,,,26,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clark,,Wooded Glen Health Campus,Nursing Home,Nursing Home,,,,,,,,8,,,,12,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Arbors of Milford,Nursing Home,Nursing Home,,,,,,,,6,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Batavia Nursing Care Center,Nursing Home,Nursing Home,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Eastgatespring Rehab Nursing Care Center,Nursing Home,Nursing Home,,,,,,,,115,,,,44,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Florentine Gardens,Nursing Home,Nursing Home,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Laurels of Milford,Nursing Home,Nursing Home,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Magnolia Springs Loveland,Nursing Home,Nursing Home,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Morris Nursing Home,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Otterbein-Batavia,Nursing Home,Nursing Home,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Otterbein-Loveland,Nursing Home,Nursing Home,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Sem Haven,Nursing Home,Nursing Home,,,,,,,,39,,,,15,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Siena Gardens Rehabilitation and Transitional Care,Nursing Home,Nursing Home,,,,,,,,13,,,,13,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,The Atlantes,Nursing Home,Nursing Home,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,The Glen,Nursing Home,Nursing Home,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clermont,,Venetian Gardens,Nursing Home,Nursing Home,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clinton,,Cape May,Nursing Home,Nursing Home,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clinton,,Continental Manor,Nursing Home,Nursing Home,,,,,,,,28,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clinton,,The Laurels of Blanchester,Nursing Home,Nursing Home,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Clinton,,Wilmington Nursing and Rehab Center,Nursing Home,Nursing Home,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,Auburn Skilled Nursing and Rehabilitation,Nursing Home,Nursing Home,,,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,Blossom Nursing and Rehabilitation,Nursing Home,Nursing Home,,,,,,,,40,,,,22,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,circle of care,Nursing Home,Nursing Home,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,Salem North,Nursing Home,Nursing Home,,,,,,,,64,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,Salem west,Nursing Home,Nursing Home,,,,,,,,29,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,Valley Oaks Care Center,Nursing Home,Nursing Home,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,Whispering Pines Village,Nursing Home,Nursing Home,,,,,,,,9,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Columbiana,,Windsor House at Parkside Health Care Center,Nursing Home,Nursing Home,,,,,,,,40,,,,26,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Coshocton,,Altercare of Coshocton,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Coshocton,,Lafayette Pointe,Nursing Home,Nursing Home,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Coshocton,,SIGNATURE HEALTHCARE,Nursing Home,Nursing Home,,,,,,,,46,,,,37,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Crawford,,Altercare Bucyrus,Nursing Home,Nursing Home,,,,,,,,16,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Crawford,,Crestline Rehabilitation and Nursing Center,Nursing Home,Nursing Home,,,,,,,,19,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Crawford,,Heartland Bucyrus,Nursing Home,Nursing Home,,,,,,,,23,,,,26,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Crawford,,Mill Creek Nursing and Rehabilitation,Nursing Home,Nursing Home,,,,,,,,49,,,,36,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Accord Care Community,Nursing Home,Nursing Home,,,,,,,,18,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Algart Health Care Inc,Nursing Home,Nursing Home,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Altenheim,Nursing Home,Nursing Home,,,,,,,,50,,,,20,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,ALTERCARE OF MAYFIELD,Nursing Home,Nursing Home,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Aristocrat,Nursing Home,Nursing Home,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Avenue Care Health and Rehab,Nursing Home,Nursing Home,,,,,,,,24,,,,12,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Beachwood Pointe,Nursing Home,Nursing Home,,,,,,,,39,,,,19,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,BEREA ALZHEIMER,Nursing Home,Nursing Home,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Broadview Multicare,Nursing Home,Nursing Home,,,,,,,,79,,,,25,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Brookdale Westlake Village SNF,Nursing Home,Nursing Home,,,,,,,,19,,,,31,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Cedarwood Plaza - Cleveland Heights,Nursing Home,Nursing Home,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Cityview Nursing and Rehabilitation Center,Nursing Home,Nursing Home,,,,,,,,12,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Diplomats Healthcare,Nursing Home,Nursing Home,,,,,,,,19,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,East Park Retirement,Nursing Home,Nursing Home,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Eliza Bryant Center,Nursing Home,Nursing Home,,,,,,,,14,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Eliza Jennings,Nursing Home,Nursing Home,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Elizabeth Prentis,Nursing Home,Nursing Home,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,
